task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,llm_calls,tool_calls,file_read_events,write_events,write_applied_events,write_refused_events,search_events,coord_events,run_tests_events,notification_delivered_events,agent_turns,mean_agent_turns,tokens_per_agent_turn,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log,run_id,provider,run_dir
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,0,gpt-5-mini,False,4,5,19.63,11268,2127,13395,0.007071,0,0.0,1,0,0,0,1.225,4,12,12,4,2,2,0,0,2,2,0,12,6.0,1116.25,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,1,gpt-5-mini,False,2,5,16.65,9367,1726,11093,0.005794,0,0.0,0,0,0,0,0.008,3,10,10,3,2,2,0,0,1,2,0,10,5.0,1109.3,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,2,gpt-5-mini,False,3,5,17.1,9264,1308,10572,0.004932,0,0.0,0,0,0,0,0.003,2,10,10,2,2,2,0,2,1,2,0,10,5.0,1057.2,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,3,gpt-5-mini,False,3,5,21.36,10979,1572,12551,0.005889,0,0.0,0,0,0,0,0.002,3,12,12,3,2,2,0,3,1,2,0,12,6.0,1045.9166666666667,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,4,gpt-5-mini,False,3,5,20.32,10328,1433,11761,0.005448,0,0.0,0,0,0,0,0.002,3,11,11,3,2,2,0,1,1,2,0,11,5.5,1069.1818181818182,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,0,gpt-5-mini,True,5,5,31.24,10926,1883,12809,0.006497,0,0.0,1,0,0,0,0.0,3,11,11,3,2,2,0,0,1,2,0,11,5.5,1164.4545454545455,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,1,gpt-5-mini,True,5,5,27.97,13414,1602,15016,0.006557,0,0.0,1,0,0,0,0.0,4,13,13,4,2,2,0,3,1,2,0,13,6.5,1155.076923076923,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,2,gpt-5-mini,True,5,5,27.12,9935,1702,11637,0.005888,0,0.0,1,0,0,0,0.0,2,10,10,2,2,2,0,1,1,2,0,10,5.0,1163.7,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,3,gpt-5-mini,True,5,5,27.63,9671,1651,11322,0.00572,0,0.0,1,0,0,0,0.0,3,10,10,3,2,2,0,0,1,2,0,10,5.0,1132.2,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,4,gpt-5-mini,True,5,5,29.03,9759,1765,11524,0.00597,0,0.0,1,0,0,0,0.0,3,10,10,3,2,2,0,0,1,2,0,10,5.0,1152.4,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,0,gpt-5-mini,True,5,5,47.52,20878,4204,25082,0.013628,6829,0.27226696435690934,3,0,0,0,0.0,3,13,13,3,5,2,3,1,3,2,0,13,6.5,1929.3846153846155,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,1,gpt-5-mini,True,5,5,41.34,19998,3728,23726,0.012455,4112,0.1733119784202984,2,0,0,0,0.0,4,14,14,4,4,2,2,1,2,2,0,14,7.0,1694.7142857142858,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,2,gpt-5-mini,True,5,5,38.75,17922,3189,21111,0.010859,3929,0.18611150585003078,2,0,0,0,0.0,3,13,13,3,4,2,2,1,2,2,0,13,6.5,1623.923076923077,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,3,gpt-5-mini,True,5,5,53.07,22455,4406,26861,0.014426,4062,0.15122296265961804,2,0,0,0,0.0,5,15,15,5,4,2,2,1,2,2,0,15,7.5,1790.7333333333333,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,4,gpt-5-mini,True,5,5,41.55,15973,3330,19303,0.010653,1760,0.09117753717038803,1,0,0,0,0.0,5,14,14,5,3,2,1,0,1,2,0,14,7.0,1378.7857142857142,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,0,gpt-5-mini,False,3,5,15.58,10778,1419,12197,0.005533,0,0.0,0,0,0,0,0.0,4,11,11,4,2,2,0,0,0,2,0,11,5.5,1108.8181818181818,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,1,gpt-5-mini,False,3,5,17.41,9397,1710,11107,0.005769,0,0.0,0,0,0,0,0.0,3,10,10,3,2,2,0,0,0,2,0,10,5.0,1110.7,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,2,gpt-5-mini,False,3,5,17.58,8357,1529,9886,0.005147,0,0.0,0,0,0,0,0.0,2,9,9,2,2,2,0,1,0,2,0,9,4.5,1098.4444444444443,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,3,gpt-5-mini,False,3,5,20.13,11320,1706,13026,0.006242,0,0.0,0,0,0,0,0.0,4,12,12,4,2,2,0,0,0,2,0,12,6.0,1085.5,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,4,gpt-5-mini,False,2,5,22.62,12052,2362,14414,0.007737,0,0.0,0,0,0,0,0.0,4,13,13,4,2,2,0,1,0,2,0,13,6.5,1108.7692307692307,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,0,gpt-5-mini,False,3,5,40.88,28285,2854,31139,0.012779,0,0.0,0,0,1,0,0.0,8,21,21,8,3,3,0,3,1,3,1,21,10.5,1482.8095238095239,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,1,gpt-5-mini,False,3,5,23.84,12444,1697,14141,0.006505,0,0.0,0,0,0,0,0.0,4,13,13,4,2,2,0,2,0,2,0,13,6.5,1087.7692307692307,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,2,gpt-5-mini,False,3,5,20.71,13305,1865,15170,0.007056,0,0.0,0,0,1,0,0.0,5,13,13,5,2,2,0,0,1,2,1,13,6.5,1166.923076923077,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,3,gpt-5-mini,False,3,5,28.48,17172,2608,19780,0.009509,0,0.0,0,0,2,0,0.0,5,15,15,5,3,3,0,0,2,3,1,15,7.5,1318.6666666666667,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,4,gpt-5-mini,False,2,5,43.54,11925,2163,14088,0.007307,0,0.0,0,0,2,0,0.0,4,12,12,4,2,2,0,0,2,2,1,12,6.0,1174.0,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,0,gpt-5-mini,True,7,7,65.0,110454,7922,118376,0.043458,2433,0.020553152666080963,3,0,0,0,13.042,42,71,71,42,11,10,1,4,20,6,0,71,17.75,1667.2676056338028,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r0.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,1,gpt-5-mini,True,7,7,121.15,162948,6284,169232,0.053305,12947,0.07650444360404651,5,0,0,0,130.018,54,88,88,54,14,9,5,6,18,6,0,88,22.0,1923.090909090909,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r1.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,2,gpt-5-mini,False,5,7,131.46,167417,11564,178981,0.064982,19044,0.10640235555729378,5,0,0,0,123.095,49,87,87,49,15,9,6,8,19,7,0,87,21.75,2057.2528735632186,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r2.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,3,gpt-5-mini,True,7,7,161.84,179127,12833,191960,0.070448,24029,0.12517712023338196,7,0,0,0,154.866,57,94,94,57,16,9,7,6,23,7,0,94,23.5,2042.127659574468,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r3.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,4,gpt-5-mini,False,5,7,68.23,114857,8842,123699,0.046398,0,0.0,1,0,0,0,8.771,46,73,72,46,9,9,0,5,12,5,0,73,18.25,1694.5068493150684,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r4.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,0,gpt-5-mini,True,7,7,38.43,118425,4976,123401,0.039558,4908,0.03977277331626162,0,0,0,0,0.016,47,75,75,47,11,9,2,5,16,4,0,75,18.75,1645.3466666666666,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r0.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,1,gpt-5-mini,False,5,7,59.43,160299,7090,167389,0.054255,2360,0.014098895387391047,1,0,0,0,1.911,53,88,88,53,13,12,1,7,18,7,0,88,22.0,1902.1477272727273,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r1.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,2,gpt-5-mini,False,5,7,105.42,272494,16797,289291,0.101718,13148,0.04544904611619442,4,0,0,0,28.303,61,118,117,61,20,16,4,9,30,17,0,118,29.5,2451.6186440677966,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r2.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,3,gpt-5-mini,True,7,7,75.61,268090,13534,281624,0.09409,23501,0.08344814362412295,3,0,0,0,0.998,69,122,122,69,21,13,8,15,30,8,0,122,30.5,2308.3934426229507,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r3.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,4,gpt-5-mini,True,7,7,64.16,166769,11505,178274,0.064702,7145,0.04007875517461885,0,0,0,0,0.012,55,91,91,55,13,11,2,6,21,8,0,91,22.75,1959.0549450549452,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r4.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,file_lock,strategy,,4,0,gpt-5-mini,True,7,7,509.05,200901,6452,207353,0.063129,0,0.0,79,0,0,0,0.0,75,111,110,75,8,8,0,9,79,5,0,111,27.75,1868.045045045045,1.0,,False,4,0,0,t04_cascade__file_lock-n4-r0.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,file_lock,strategy,,4,1,gpt-5-mini,True,7,7,407.74,159047,6010,165057,0.051782,0,0.0,62,0,0,0,0.0,64,98,98,64,8,8,0,10,62,5,0,98,24.5,1684.2551020408164,1.0,,False,4,0,0,t04_cascade__file_lock-n4-r1.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,file_lock,strategy,,4,2,gpt-5-mini,True,7,7,409.25,144716,5328,150044,0.046835,0,0.0,59,0,0,0,0.0,59,91,91,59,8,8,0,10,59,4,0,91,22.75,1648.8351648351647,1.0,,False,4,0,0,t04_cascade__file_lock-n4-r2.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,file_lock,strategy,,4,3,gpt-5-mini,False,2,7,746.8,215754,5249,221003,0.064436,0,0.0,118,0,0,0,0.0,94,122,121,94,3,3,0,7,118,3,0,122,30.5,1811.5,1.0,,False,2,0,0,t04_cascade__file_lock-n4-r3.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,file_lock,strategy,,4,4,gpt-5-mini,False,2,7,735.51,201232,5762,206994,0.061832,0,0.0,107,0,0,0,0.0,88,113,113,88,4,4,0,7,107,4,0,113,28.25,1831.8053097345132,1.0,,False,2,0,0,t04_cascade__file_lock-n4-r4.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,git_hash,strategy,,4,0,gpt-5-mini,True,7,7,72.08,172509,14471,186980,0.072069,8034,0.042967162263343676,2,0,0,0,0.0,52,91,91,52,16,14,2,4,4,10,0,91,22.75,2054.7252747252746,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r0.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,git_hash,strategy,,4,1,gpt-5-mini,False,6,7,81.54,205228,14968,220196,0.081243,6854,0.03112681429272103,2,0,0,0,0.0,63,103,103,63,15,13,2,7,2,9,0,103,25.75,2137.8252427184466,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r1.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,git_hash,strategy,,4,2,gpt-5-mini,True,7,7,64.22,135194,9515,144709,0.052829,2421,0.016730127359044705,1,0,0,0,0.0,52,82,82,52,11,10,1,4,1,7,0,82,20.5,1764.7439024390244,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r2.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,git_hash,strategy,,4,3,gpt-5-mini,False,5,7,121.8,343580,24399,367979,0.134693,9713,0.026395528005674237,3,0,0,0,0.0,72,136,136,72,27,24,3,16,4,13,0,136,34.0,2705.7279411764707,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r3.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,git_hash,strategy,,4,4,gpt-5-mini,True,7,7,61.02,113084,8522,121606,0.045315,0,0.0,0,0,0,0,0.0,47,74,74,47,9,9,0,5,0,5,0,74,18.5,1643.3243243243244,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r4.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,naive,strategy,,4,0,gpt-5-mini,True,7,7,66.16,142385,6740,149125,0.049076,2469,0.01655658005029338,0,0,0,0,0.0,52,85,84,52,10,9,1,8,0,6,0,85,21.25,1754.4117647058824,1.0,,False,4,0,0,t04_cascade__naive-n4-r0.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,naive,strategy,,4,1,gpt-5-mini,True,7,7,50.64,96268,5691,101959,0.035449,0,0.0,0,0,0,0,0.0,41,66,66,41,9,9,0,5,0,5,0,66,16.5,1544.8333333333333,1.0,,False,4,0,0,t04_cascade__naive-n4-r1.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,naive,strategy,,4,2,gpt-5-mini,True,7,7,60.27,167638,9183,176821,0.060276,5820,0.03291464249155926,0,0,0,0,0.0,52,91,91,52,13,11,2,10,0,7,0,91,22.75,1943.0879120879122,1.0,,False,4,0,0,t04_cascade__naive-n4-r2.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,naive,strategy,,4,3,gpt-5-mini,True,7,7,69.37,139404,10674,150078,0.056199,0,0.0,0,0,0,0,0.0,52,83,83,52,11,11,0,8,0,6,0,83,20.75,1808.1686746987953,1.0,,False,4,0,0,t04_cascade__naive-n4-r3.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,naive,strategy,,4,4,gpt-5-mini,False,5,7,88.04,197531,18105,215636,0.085593,7079,0.032828470199781114,0,0,0,0,0.0,55,100,99,55,14,12,2,9,0,12,0,100,25.0,2156.36,1.0,,False,4,0,0,t04_cascade__naive-n4-r4.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,notify,strategy,,4,0,gpt-5-mini,True,7,7,68.98,136452,12407,148859,0.058927,4193,0.02816759483806824,0,0,15,0,0.0,52,79,79,52,10,9,1,3,15,6,14,79,19.75,1884.2911392405063,1.0,,False,4,0,0,t04_cascade__notify-n4-r0.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,notify,strategy,,4,1,gpt-5-mini,True,7,7,64.36,139519,13767,153286,0.062414,5445,0.03552183500123951,0,0,20,0,0.0,51,81,81,51,10,9,1,6,20,6,20,81,20.25,1892.4197530864199,1.0,,False,4,0,0,t04_cascade__notify-n4-r1.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,notify,strategy,,4,2,gpt-5-mini,True,7,7,47.24,162421,5873,168294,0.052351,0,0.0,0,0,17,0,0.0,62,89,89,62,8,8,0,5,17,5,15,89,22.25,1890.943820224719,1.0,,False,4,0,0,t04_cascade__notify-n4-r2.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,notify,strategy,,4,3,gpt-5-mini,False,6,7,61.19,145514,8227,153741,0.052832,0,0.0,0,0,12,0,0.0,55,83,83,55,9,9,0,5,12,6,11,83,20.75,1852.301204819277,1.0,,False,4,0,0,t04_cascade__notify-n4-r3.jsonl,grid-v1,openai,results/grid-v1
t04_cascade,causal_cascade,False,notify,strategy,,4,4,gpt-5-mini,False,2,7,82.88,142154,12412,154566,0.060362,5032,0.03255567201066211,0,0,14,0,0.0,52,82,81,52,10,9,1,6,14,6,13,82,20.5,1884.9512195121952,1.0,,False,4,0,0,t04_cascade__notify-n4-r4.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_dep,strategy,,2,0,gpt-5-mini,True,5,5,143.69,78708,7625,86333,0.034927,0,0.0,1,0,0,0,20.177,20,44,43,20,7,7,0,6,3,6,0,44,22.0,1962.1136363636363,1.0,,False,2,0,0,t05_cross_file__ast_dep-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_dep,strategy,,2,1,gpt-5-mini,True,5,5,65.95,38379,5436,43815,0.020467,0,0.0,0,0,0,0,0.011,15,30,30,15,5,5,0,3,2,3,0,30,15.0,1460.5,1.0,,False,2,0,0,t05_cross_file__ast_dep-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_dep,strategy,,2,2,gpt-5-mini,True,5,5,717.13,67521,9794,77315,0.036468,0,0.0,0,0,0,0,0.018,13,35,35,13,9,9,0,2,2,7,0,35,17.5,2209.0,1.0,,False,2,0,0,t05_cross_file__ast_dep-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_dep,strategy,,2,3,gpt-5-mini,True,5,5,648.71,41834,2998,44832,0.016455,0,0.0,0,0,0,0,0.017,15,30,30,15,5,5,0,3,2,3,0,30,15.0,1494.4,1.0,,False,2,0,0,t05_cross_file__ast_dep-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_dep,strategy,,2,4,gpt-5-mini,True,5,5,312.16,225094,22634,247728,0.101542,33074,0.1335093328166376,10,0,0,0,285.383,32,77,77,32,20,11,9,15,15,6,0,77,38.5,3217.246753246753,1.0,,False,1,0,0,t05_cross_file__ast_dep-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_scope,strategy,,2,0,gpt-5-mini,True,5,5,53.85,64863,5642,70505,0.0275,2730,0.03872065810935395,1,0,0,0,0.009,21,39,39,21,6,5,1,4,5,4,0,39,19.5,1807.820512820513,1.0,,False,2,0,0,t05_cross_file__ast_scope-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_scope,strategy,,2,1,gpt-5-mini,True,5,5,51.86,60644,6537,67181,0.028235,3730,0.055521650466649794,0,0,0,0,0.008,19,39,39,19,6,5,1,6,3,4,0,39,19.5,1722.5897435897436,1.0,,False,2,0,0,t05_cross_file__ast_scope-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_scope,strategy,,2,2,gpt-5-mini,True,5,5,78.37,97711,11592,109303,0.047612,10612,0.0970879115852264,1,0,0,0,0.017,23,48,48,23,11,8,3,3,9,7,0,48,24.0,2277.1458333333335,1.0,,False,2,0,0,t05_cross_file__ast_scope-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_scope,strategy,,2,3,gpt-5-mini,True,5,5,81.15,68532,8750,77282,0.034633,5295,0.06851530757485573,2,0,0,0,0.016,18,40,40,18,9,7,2,3,8,6,0,40,20.0,1932.05,1.0,,False,2,0,0,t05_cross_file__ast_scope-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,ast_scope,strategy,,2,4,gpt-5-mini,True,5,5,132.52,97555,16607,114162,0.057603,8363,0.07325554913193533,1,0,0,0,0.015,25,50,50,25,10,8,2,5,9,6,0,50,25.0,2283.24,1.0,,False,2,0,0,t05_cross_file__ast_scope-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,file_lock,strategy,,2,0,gpt-5-mini,True,5,5,42.46,25210,1719,26929,0.00974,0,0.0,1,0,0,0,0.0,11,23,23,11,4,4,0,2,1,2,0,23,11.5,1170.8260869565217,1.0,,False,2,0,0,t05_cross_file__file_lock-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,file_lock,strategy,,2,1,gpt-5-mini,True,5,5,65.06,29775,1322,31097,0.010088,0,0.0,5,0,0,0,0.0,14,26,26,14,4,4,0,1,5,2,0,26,13.0,1196.0384615384614,1.0,,False,2,0,0,t05_cross_file__file_lock-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,file_lock,strategy,,2,2,gpt-5-mini,True,5,5,499.33,109812,3613,113425,0.034679,0,0.0,57,0,0,0,0.0,45,66,66,45,4,4,0,6,57,2,0,66,33.0,1718.560606060606,1.0,,False,2,0,0,t05_cross_file__file_lock-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,file_lock,strategy,,2,3,gpt-5-mini,True,5,5,309.83,69538,2200,71738,0.021784,0,0.0,33,0,0,0,0.0,30,48,47,30,4,4,0,2,33,2,0,48,24.0,1494.5416666666667,1.0,,False,2,0,0,t05_cross_file__file_lock-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,file_lock,strategy,,2,4,gpt-5-mini,False,0,5,900.01,72621,3598,76219,0.025351,0,0.0,63,0,0,0,0.0,40,52,52,40,0,0,0,5,63,0,0,53,26.5,1438.0943396226414,1.0,,True,0,0,2,t05_cross_file__file_lock-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,git_hash,strategy,,2,0,gpt-5-mini,True,5,5,103.11,58895,7053,65948,0.02883,0,0.0,0,0,0,0,0.0,14,35,35,14,7,7,0,6,0,5,0,35,17.5,1884.2285714285715,1.0,,False,2,0,0,t05_cross_file__git_hash-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,git_hash,strategy,,2,1,gpt-5-mini,True,5,5,61.88,39853,4240,44093,0.018443,0,0.0,0,0,0,0,0.0,15,30,30,15,5,5,0,4,0,2,0,30,15.0,1469.7666666666667,1.0,,False,2,0,0,t05_cross_file__git_hash-n2-r1.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,git_hash,strategy,,2,2,gpt-5-mini,True,5,5,717.06,77248,10895,88143,0.041102,3527,0.040014521856528595,1,0,0,0,0.0,19,44,44,19,9,8,1,8,1,5,0,44,22.0,2003.25,1.0,,False,2,0,0,t05_cross_file__git_hash-n2-r2.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,git_hash,strategy,,2,3,gpt-5-mini,True,5,5,66.44,53021,5537,58558,0.024329,0,0.0,0,0,0,0,0.0,14,33,33,14,6,6,0,6,0,4,0,33,16.5,1774.4848484848485,1.0,,False,2,0,0,t05_cross_file__git_hash-n2-r3.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,git_hash,strategy,,2,4,gpt-5-mini,True,5,5,46.26,59308,4237,63545,0.023301,0,0.0,0,0,0,0,0.0,21,40,40,21,5,5,0,7,0,3,0,40,20.0,1588.625,1.0,,False,2,0,0,t05_cross_file__git_hash-n2-r4.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,naive,strategy,,2,0,gpt-5-mini,True,5,5,92.19,68564,5938,74502,0.029017,0,0.0,0,0,0,0,0.0,17,39,39,17,7,7,0,7,0,5,0,39,19.5,1910.3076923076924,1.0,,False,2,0,0,t05_cross_file__naive-n2-r0.jsonl,grid-v1,openai,results/grid-v1
t05_cross_file,cross_file_dependency,False,naive,strategy,,2,1,gpt-5-mini,True,5,5,119.17,98704,11947,110651,0.04857,2837,0.025639171810467144,0,0,0,0,0.0,23,50,50,23,9,8,1,7,0,6,0,50,25.0,2213.02,1.0,,False,2,0,0,t05_cross_file__naive-n2-r1.jsonl,grid-v1,openai,results/grid-v1
