task,failure_mode,benign,strategy,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log
rw_e_cascade,causal_cascade,False,file_lock,3,4,gpt-5-mini,True,3,3,215.71,196512,9879,206391,0.068886,0,0.0,24,0,0,0,0.003,35,1.0,1.0,False,3,0,0,rw_e_cascade__file_lock-n3-r4.jsonl
rw_e_cascade,causal_cascade,False,git_hash,3,0,gpt-5-mini,False,2,3,108.24,169579,11061,180640,0.064517,0,0.0,0,0,0,0,0.0,23,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r0.jsonl
rw_e_cascade,causal_cascade,False,git_hash,3,1,gpt-5-mini,False,1,3,147.53,381711,17470,399181,0.130368,0,0.0,0,0,0,0,0.0,44,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r1.jsonl
rw_e_cascade,causal_cascade,False,git_hash,3,2,gpt-5-mini,False,2,3,163.44,331265,19753,351018,0.122322,0,0.0,0,0,0,0,0.0,45,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r2.jsonl
rw_e_cascade,causal_cascade,False,git_hash,3,3,gpt-5-mini,False,2,3,169.15,488903,20564,509467,0.163354,0,0.0,0,0,0,0,0.0,48,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r3.jsonl
rw_e_cascade,causal_cascade,False,git_hash,3,4,gpt-5-mini,False,2,3,119.48,275572,13593,289165,0.096079,0,0.0,0,0,0,0,0.0,33,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r4.jsonl
rw_e_cascade,causal_cascade,False,naive,3,0,gpt-5-mini,False,1,3,232.78,479617,23936,503553,0.167776,10164,0.020184568456547772,0,0,0,0,0.0,46,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r0.jsonl
rw_e_cascade,causal_cascade,False,naive,3,1,gpt-5-mini,False,2,3,176.3,352276,16352,368628,0.120773,0,0.0,0,0,0,0,0.0,40,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r1.jsonl
rw_e_cascade,causal_cascade,False,naive,3,2,gpt-5-mini,False,1,3,283.54,541983,24515,566498,0.184526,0,0.0,0,0,0,0,0.0,46,1.0,1.0,False,2,0,0,rw_e_cascade__naive-n3-r2.jsonl
rw_e_cascade,causal_cascade,False,naive,3,3,gpt-5-mini,False,2,3,217.63,312337,18712,331049,0.115508,0,0.0,0,0,0,0,0.0,41,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r3.jsonl
rw_e_cascade,causal_cascade,False,naive,3,4,gpt-5-mini,False,1,3,134.58,425250,17338,442588,0.140988,0,0.0,0,0,0,0,0.0,47,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r4.jsonl
rw_e_cascade,causal_cascade,False,notify,3,0,gpt-5-mini,False,1,3,116.77,316111,14264,330375,0.107556,0,0.0,0,0,15,0,0.0,40,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r0.jsonl
rw_e_cascade,causal_cascade,False,notify,3,1,gpt-5-mini,True,3,3,99.48,348559,14201,362760,0.115542,0,0.0,0,0,15,0,0.0,41,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r1.jsonl
rw_e_cascade,causal_cascade,False,notify,3,2,gpt-5-mini,False,2,3,87.84,391755,12354,404109,0.122647,6341,0.015691311007673674,0,0,16,0,0.0,52,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r2.jsonl
rw_e_cascade,causal_cascade,False,notify,3,3,gpt-5-mini,False,1,3,153.81,436761,16010,452771,0.14121,7409,0.016363680536076737,0,0,13,0,0.0,47,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r3.jsonl
rw_e_cascade,causal_cascade,False,notify,3,4,gpt-5-mini,False,2,3,147.4,359014,15717,374731,0.121188,5997,0.01600347982953105,0,0,8,0,0.0,42,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r4.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_dep,2,0,gpt-5-mini,False,3,6,14.93,8768,1330,10098,0.004852,0,0.0,1,0,0,0,1.459,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r0.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_dep,2,1,gpt-5-mini,False,3,6,16.2,8762,1536,10298,0.005262,0,0.0,1,0,0,0,1.701,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r1.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_dep,2,2,gpt-5-mini,False,3,6,12.37,8778,1289,10067,0.004772,0,0.0,0,0,0,0,0.008,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r2.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_dep,2,3,gpt-5-mini,False,3,6,14.46,8762,1400,10162,0.004991,0,0.0,0,0,0,0,0.01,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r3.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_dep,2,4,gpt-5-mini,False,3,6,16.53,8762,1599,10361,0.005389,0,0.0,1,0,0,0,2.063,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r4.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_scope,2,0,gpt-5-mini,False,3,6,15.79,8810,1829,10639,0.005861,0,0.0,0,0,0,0,0.006,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r0.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_scope,2,1,gpt-5-mini,False,3,6,14.69,8768,1474,10242,0.00514,0,0.0,1,0,0,0,0.716,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r1.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_scope,2,2,gpt-5-mini,False,3,6,13.97,8776,1486,10262,0.005166,0,0.0,0,0,0,0,0.004,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r2.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_scope,2,3,gpt-5-mini,False,3,6,15.23,8762,1541,10303,0.005273,0,0.0,1,0,0,0,2.487,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r3.jsonl
t01_stale_clobber,stale_read_lost_update,False,ast_scope,2,4,gpt-5-mini,False,3,6,14.38,8762,1600,10362,0.005391,0,0.0,1,0,0,0,2.04,2,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r4.jsonl
t01_stale_clobber,stale_read_lost_update,False,file_lock,2,0,gpt-5-mini,True,6,6,22.24,9011,1328,10339,0.004909,0,0.0,1,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r0.jsonl
t01_stale_clobber,stale_read_lost_update,False,file_lock,2,1,gpt-5-mini,True,6,6,24.26,8997,1590,10587,0.005429,0,0.0,1,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r1.jsonl
t01_stale_clobber,stale_read_lost_update,False,file_lock,2,2,gpt-5-mini,True,6,6,28.84,9189,1832,11021,0.005961,0,0.0,1,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r2.jsonl
t01_stale_clobber,stale_read_lost_update,False,file_lock,2,3,gpt-5-mini,True,6,6,24.44,8997,1651,10648,0.005551,0,0.0,1,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r3.jsonl
t01_stale_clobber,stale_read_lost_update,False,file_lock,2,4,gpt-5-mini,True,6,6,24.25,9045,1679,10724,0.005619,0,0.0,1,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r4.jsonl
t01_stale_clobber,stale_read_lost_update,False,git_hash,2,0,gpt-5-mini,True,6,6,49.34,30836,4336,35172,0.016381,11130,0.31644489935175707,4,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r0.jsonl
t01_stale_clobber,stale_read_lost_update,False,git_hash,2,1,gpt-5-mini,True,6,6,32.08,19311,2865,22176,0.010558,3955,0.17834595959595959,2,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r1.jsonl
t01_stale_clobber,stale_read_lost_update,False,git_hash,2,2,gpt-5-mini,True,6,6,28.1,14642,2834,17476,0.009328,1933,0.11060883497367818,1,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r2.jsonl
t01_stale_clobber,stale_read_lost_update,False,git_hash,2,3,gpt-5-mini,True,6,6,28.76,19298,2661,21959,0.010146,3812,0.17359624755225647,2,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r3.jsonl
t01_stale_clobber,stale_read_lost_update,False,git_hash,2,4,gpt-5-mini,True,6,6,24.15,14546,2358,16904,0.008353,1717,0.10157359204921912,1,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r4.jsonl
t01_stale_clobber,stale_read_lost_update,False,naive,2,0,gpt-5-mini,False,3,6,14.62,8762,1539,10301,0.005268,0,0.0,0,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r0.jsonl
t01_stale_clobber,stale_read_lost_update,False,naive,2,1,gpt-5-mini,False,3,6,15.0,10868,1580,12448,0.005877,0,0.0,0,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r1.jsonl
t01_stale_clobber,stale_read_lost_update,False,naive,2,2,gpt-5-mini,False,3,6,14.81,8762,1714,10476,0.005619,0,0.0,0,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r2.jsonl
t01_stale_clobber,stale_read_lost_update,False,naive,2,3,gpt-5-mini,False,3,6,12.66,8762,1400,10162,0.004991,0,0.0,0,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r3.jsonl
t01_stale_clobber,stale_read_lost_update,False,naive,2,4,gpt-5-mini,False,3,6,12.12,8778,1416,10194,0.005026,0,0.0,0,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r4.jsonl
t01_stale_clobber,stale_read_lost_update,False,notify,2,0,gpt-5-mini,True,6,6,26.32,17129,2604,19733,0.00949,0,0.0,0,0,2,0,0.0,4,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r0.jsonl
t01_stale_clobber,stale_read_lost_update,False,notify,2,1,gpt-5-mini,False,3,6,20.3,11004,1845,12849,0.006441,0,0.0,0,0,2,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r1.jsonl
t01_stale_clobber,stale_read_lost_update,False,notify,2,2,gpt-5-mini,True,6,6,42.66,32016,4909,36925,0.017822,0,0.0,0,0,3,0,0.0,6,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r2.jsonl
t01_stale_clobber,stale_read_lost_update,False,notify,2,3,gpt-5-mini,False,3,6,15.41,10885,1517,12402,0.005755,0,0.0,0,0,2,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r3.jsonl
t01_stale_clobber,stale_read_lost_update,False,notify,2,4,gpt-5-mini,False,3,6,19.49,10893,1948,12841,0.006619,0,0.0,0,0,2,0,0.0,3,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r4.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,0,gpt-5-mini,True,6,6,14.6,10598,1746,12344,0.006142,0,0.0,0,0,0,0,0.003,3,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r0.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,1,gpt-5-mini,True,6,6,17.56,10488,2014,12502,0.00665,0,0.0,0,0,0,0,0.002,3,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r1.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,2,gpt-5-mini,True,6,6,16.46,12494,1704,14198,0.006531,0,0.0,0,0,0,0,0.14,3,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r2.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,3,gpt-5-mini,True,6,6,12.64,9520,1588,11108,0.005556,0,0.0,0,0,0,0,0.005,2,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r3.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,4,gpt-5-mini,True,6,6,23.56,17544,2449,19993,0.009284,1825,0.09128194868203872,0,0,0,0,0.005,5,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r4.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,0,gpt-5-mini,True,6,6,15.32,11740,1526,13266,0.005987,0,0.0,0,0,0,0,0.004,4,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r0.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,1,gpt-5-mini,True,6,6,18.11,11691,1879,13570,0.006681,0,0.0,0,0,0,0,0.007,3,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r1.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,2,gpt-5-mini,True,6,6,17.58,9580,1259,10839,0.004913,0,0.0,0,0,0,0,0.004,2,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r2.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,3,gpt-5-mini,True,6,6,14.4,11614,1481,13095,0.005866,0,0.0,0,0,0,0,0.007,4,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r3.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,4,gpt-5-mini,True,6,6,21.28,15640,1943,17583,0.007796,1684,0.09577432747540238,0,0,0,0,0.249,4,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r4.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,2,0,gpt-5-mini,True,6,6,24.64,10943,1862,12805,0.00646,0,0.0,1,1,0,0,0.0,3,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r0.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,2,1,gpt-5-mini,True,6,6,24.54,11668,1816,13484,0.006549,0,0.0,1,1,0,0,0.0,3,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r1.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,2,2,gpt-5-mini,True,6,6,28.94,11164,1752,12916,0.006295,0,0.0,1,1,0,0,0.0,3,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r2.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,2,3,gpt-5-mini,True,6,6,26.99,11138,1492,12630,0.005769,0,0.0,1,1,0,0,0.0,3,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r3.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,2,4,gpt-5-mini,True,6,6,26.27,12023,1522,13545,0.00605,0,0.0,1,1,0,0,0.0,4,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r4.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,2,0,gpt-5-mini,True,6,6,17.19,12130,1851,13981,0.006735,0,0.0,0,0,0,0,0.0,2,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r0.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,2,1,gpt-5-mini,True,6,6,13.18,10028,1435,11463,0.005377,0,0.0,0,0,0,0,0.0,2,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r1.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,2,2,gpt-5-mini,True,6,6,19.35,14180,1617,15797,0.006779,0,0.0,0,0,0,0,0.0,5,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r2.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,2,3,gpt-5-mini,True,6,6,13.72,9896,1519,11415,0.005512,0,0.0,0,0,0,0,0.0,2,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r3.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,2,4,gpt-5-mini,True,6,6,19.23,11798,2247,14045,0.007443,0,0.0,0,0,0,0,0.0,4,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r4.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,naive,2,0,gpt-5-mini,True,6,6,22.14,13382,2028,15410,0.007402,0,0.0,0,0,0,0,0.0,5,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r0.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,naive,2,1,gpt-5-mini,True,6,6,20.98,16126,2087,18213,0.008205,1575,0.08647669247240981,0,0,0,0,0.0,3,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r1.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,naive,2,2,gpt-5-mini,True,6,6,23.78,17847,2275,20122,0.009012,1793,0.08910645065102872,0,0,0,0,0.0,5,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r2.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,naive,2,3,gpt-5-mini,True,6,6,15.81,10877,1605,12482,0.005929,0,0.0,0,0,0,0,0.0,2,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r3.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,naive,2,4,gpt-5-mini,True,6,6,25.74,18049,2487,20536,0.009486,2070,0.10079859758472925,0,0,0,0,0.0,4,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r4.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,notify,2,0,gpt-5-mini,True,6,6,15.62,13343,1853,15196,0.007042,0,0.0,0,0,2,2,0.0,4,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r0.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,notify,2,1,gpt-5-mini,True,6,6,33.46,17308,3438,20746,0.011203,2029,0.09780198592499759,0,0,1,1,0.0,5,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r1.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,notify,2,2,gpt-5-mini,True,6,6,17.95,16422,1983,18405,0.008072,0,0.0,0,0,2,2,0.0,5,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r2.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,notify,2,3,gpt-5-mini,True,6,6,18.91,18278,2108,20386,0.008785,0,0.0,0,0,2,2,0.0,6,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r3.jsonl
t02_benign_overlap,benign_overlap_false_positive,True,notify,2,4,gpt-5-mini,True,6,6,19.12,14776,1893,16669,0.00748,0,0.0,0,0,1,1,0.0,5,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r4.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_dep,2,0,gpt-5-mini,False,3,5,15.18,8417,1430,9847,0.004964,0,0.0,1,0,0,0,1.706,2,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r0.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_dep,2,1,gpt-5-mini,False,3,5,23.53,12439,1748,14187,0.006606,0,0.0,0,0,0,0,0.006,5,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r1.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_dep,2,2,gpt-5-mini,False,3,5,17.21,10079,1514,11593,0.005548,0,0.0,1,0,0,0,0.724,2,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r2.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_dep,2,3,gpt-5-mini,False,2,5,17.96,9429,1566,10995,0.005489,0,0.0,1,0,0,0,1.303,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r3.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_dep,2,4,gpt-5-mini,False,2,5,17.13,9321,1633,10954,0.005596,0,0.0,1,0,0,0,0.993,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r4.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_scope,2,0,gpt-5-mini,False,4,5,19.63,11268,2127,13395,0.007071,0,0.0,1,0,0,0,1.225,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r0.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_scope,2,1,gpt-5-mini,False,2,5,16.65,9367,1726,11093,0.005794,0,0.0,0,0,0,0,0.008,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r1.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_scope,2,2,gpt-5-mini,False,3,5,17.1,9264,1308,10572,0.004932,0,0.0,0,0,0,0,0.003,2,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r2.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_scope,2,3,gpt-5-mini,False,3,5,21.36,10979,1572,12551,0.005889,0,0.0,0,0,0,0,0.002,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r3.jsonl
t03_fetch_clobber,write_write_clobber,False,ast_scope,2,4,gpt-5-mini,False,3,5,20.32,10328,1433,11761,0.005448,0,0.0,0,0,0,0,0.002,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r4.jsonl
t03_fetch_clobber,write_write_clobber,False,file_lock,2,0,gpt-5-mini,True,5,5,31.24,10926,1883,12809,0.006497,0,0.0,1,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r0.jsonl
t03_fetch_clobber,write_write_clobber,False,file_lock,2,1,gpt-5-mini,True,5,5,27.97,13414,1602,15016,0.006557,0,0.0,1,0,0,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r1.jsonl
t03_fetch_clobber,write_write_clobber,False,file_lock,2,2,gpt-5-mini,True,5,5,27.12,9935,1702,11637,0.005888,0,0.0,1,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r2.jsonl
t03_fetch_clobber,write_write_clobber,False,file_lock,2,3,gpt-5-mini,True,5,5,27.63,9671,1651,11322,0.00572,0,0.0,1,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r3.jsonl
t03_fetch_clobber,write_write_clobber,False,file_lock,2,4,gpt-5-mini,True,5,5,29.03,9759,1765,11524,0.00597,0,0.0,1,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r4.jsonl
t03_fetch_clobber,write_write_clobber,False,git_hash,2,0,gpt-5-mini,True,5,5,47.52,20878,4204,25082,0.013628,6829,0.27226696435690934,3,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r0.jsonl
t03_fetch_clobber,write_write_clobber,False,git_hash,2,1,gpt-5-mini,True,5,5,41.34,19998,3728,23726,0.012455,4112,0.1733119784202984,2,0,0,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r1.jsonl
t03_fetch_clobber,write_write_clobber,False,git_hash,2,2,gpt-5-mini,True,5,5,38.75,17922,3189,21111,0.010859,3929,0.18611150585003078,2,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r2.jsonl
t03_fetch_clobber,write_write_clobber,False,git_hash,2,3,gpt-5-mini,True,5,5,53.07,22455,4406,26861,0.014426,4062,0.15122296265961804,2,0,0,0,0.0,5,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r3.jsonl
t03_fetch_clobber,write_write_clobber,False,git_hash,2,4,gpt-5-mini,True,5,5,41.55,15973,3330,19303,0.010653,1760,0.09117753717038803,1,0,0,0,0.0,5,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r4.jsonl
t03_fetch_clobber,write_write_clobber,False,naive,2,0,gpt-5-mini,False,3,5,15.58,10778,1419,12197,0.005533,0,0.0,0,0,0,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r0.jsonl
t03_fetch_clobber,write_write_clobber,False,naive,2,1,gpt-5-mini,False,3,5,17.41,9397,1710,11107,0.005769,0,0.0,0,0,0,0,0.0,3,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r1.jsonl
t03_fetch_clobber,write_write_clobber,False,naive,2,2,gpt-5-mini,False,3,5,17.58,8357,1529,9886,0.005147,0,0.0,0,0,0,0,0.0,2,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r2.jsonl
t03_fetch_clobber,write_write_clobber,False,naive,2,3,gpt-5-mini,False,3,5,20.13,11320,1706,13026,0.006242,0,0.0,0,0,0,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r3.jsonl
t03_fetch_clobber,write_write_clobber,False,naive,2,4,gpt-5-mini,False,2,5,22.62,12052,2362,14414,0.007737,0,0.0,0,0,0,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r4.jsonl
t03_fetch_clobber,write_write_clobber,False,notify,2,0,gpt-5-mini,False,3,5,40.88,28285,2854,31139,0.012779,0,0.0,0,0,1,0,0.0,8,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r0.jsonl
t03_fetch_clobber,write_write_clobber,False,notify,2,1,gpt-5-mini,False,3,5,23.84,12444,1697,14141,0.006505,0,0.0,0,0,0,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r1.jsonl
t03_fetch_clobber,write_write_clobber,False,notify,2,2,gpt-5-mini,False,3,5,20.71,13305,1865,15170,0.007056,0,0.0,0,0,1,0,0.0,5,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r2.jsonl
t03_fetch_clobber,write_write_clobber,False,notify,2,3,gpt-5-mini,False,3,5,28.48,17172,2608,19780,0.009509,0,0.0,0,0,2,0,0.0,5,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r3.jsonl
t03_fetch_clobber,write_write_clobber,False,notify,2,4,gpt-5-mini,False,2,5,43.54,11925,2163,14088,0.007307,0,0.0,0,0,2,0,0.0,4,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r4.jsonl
t04_cascade,causal_cascade,False,ast_dep,4,0,gpt-5-mini,True,7,7,65.0,110454,7922,118376,0.043458,2433,0.020553152666080963,3,0,0,0,13.042,42,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r0.jsonl
t04_cascade,causal_cascade,False,ast_dep,4,1,gpt-5-mini,True,7,7,121.15,162948,6284,169232,0.053305,12947,0.07650444360404651,5,0,0,0,130.018,54,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r1.jsonl
t04_cascade,causal_cascade,False,ast_dep,4,2,gpt-5-mini,False,5,7,131.46,167417,11564,178981,0.064982,19044,0.10640235555729378,5,0,0,0,123.095,49,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r2.jsonl
t04_cascade,causal_cascade,False,ast_dep,4,3,gpt-5-mini,True,7,7,161.84,179127,12833,191960,0.070448,24029,0.12517712023338196,7,0,0,0,154.866,57,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r3.jsonl
